customer_id,age,occupation,dependents,monthly_income,monthly_expenses,monthly_debt_payment,monthly_savings,cash_savings,existing_investments,property_value,other_assets,total_assets,total_liabilities,net_worth,emergency_fund,insurance_coverage,credit_score,risk_tolerance,investment_experience,financial_goal,goal_amount,current_goal_savings,goal_gap,time_horizon_years,preferred_investment,savings_rate,debt_to_income_ratio,risk_capacity_score,risk_willingness_score,target_risk_score,target_risk_category
C01401,38,Data Scientist,2,198803,71566,111964,15273,584049,969331,15015568,221565,16790513,10159542,6630971,470235,37647193,597,Conservative,Advanced,Buy House,6153585,678531,5475054,5,Bonds,7.68,56.32,45.45,20.0,34.0,Moderately Conservative
C01402,43,Accountant,2,139323,65891,39333,34099,154734,2621721,11599221,40644,14416320,2583247,11833073,86654,13798168,747,Moderately Aggressive,Intermediate,Wealth Creation,5837076,1835204,4001872,5,PPF,24.47,28.23,61.7,80.0,69.94,Moderately Aggressive
C01403,51,Data Scientist,2,450000,187946,138283,123771,897254,33601670,0,200852,34699776,4993234,29706542,589580,81643622,669,Conservative,Advanced,Retirement,65455007,6256892,59198115,9,Hybrid MF,27.5,30.73,71.3,23.0,49.57,Moderate
C01404,39,Business Owner,1,115882,52365,19616,43901,155331,6486275,0,110828,6752434,375598,6376836,155331,19805159,770,Moderately Conservative,Beginner,Buy House,10665739,1611153,9054586,15,Equity MF,37.88,16.93,79.9,24.0,54.75,Moderate
C01405,29,Doctor,1,166881,75558,29319,62004,553739,3875501,0,368891,4798131,585773,4212358,553739,17296152,663,Moderately Aggressive,Advanced,Buy House,4870850,1687701,3183149,5,Equity MF,37.15,17.57,84.8,80.0,82.64,Moderately Aggressive
C01406,32,Accountant,2,56878,29656,0,27222,263144,1511888,4724941,149825,6649798,0,6649798,116986,8530117,777,Moderate,Beginner,Wealth Creation,8164087,1058321,7105766,20,Hybrid MF,47.86,0.0,98.95,52.0,77.82,Moderately Aggressive
C01407,30,Teacher,0,108811,52472,63799,0,145651,10000,4843144,62765,5061560,5400364,-338804,145651,21061467,625,Moderate,Advanced,Buy House,7602886,7000,7595886,10,Gold,0.0,58.63,32.45,60.0,44.85,Moderately Conservative
C01408,28,Software Engineer,0,66280,23790,19029,23461,71707,420900,0,44566,537173,502715,34458,71707,9311824,818,Moderately Conservative,Beginner,Retirement,7032938,294630,6738308,32,FD,35.4,28.71,70.55,27.0,50.95,Moderate
C01409,36,Software Engineer,2,277493,135239,23171,119083,753220,5791296,0,517847,7062363,570694,6491669,271206,46395726,737,Moderate,Intermediate,Retirement,39015864,4053907,34961957,24,Gold,42.91,8.35,94.35,55.0,76.64,Moderately Aggressive
C01410,30,Sales Executive,0,65555,24354,13301,27900,340114,711561,3943923,121833,5117431,846539,4270892,175997,8993975,834,Moderate,Intermediate,Travel,251797,40782,211015,1,Stocks,42.56,20.29,80.05,55.0,45.0,Moderately Conservative
C01411,60,Software Engineer,0,379720,195519,75111,109090,2051828,23458027,26224354,437138,52171347,8024638,44146709,766325,30754846,724,Moderately Aggressive,Beginner,Wealth Creation,13638684,1905895,11732789,7,PPF,28.73,19.78,75.15,72.0,73.73,Moderately Aggressive
C01412,39,Government Employee,2,171754,92327,53730,25697,862100,2877557,0,437740,4177397,2570470,1606927,535640,12412457,686,Conservative,Intermediate,Child Education,6559277,1450860,5108417,5,PPF,14.96,31.28,60.3,12.0,38.56,Moderately Conservative
C01413,25,Freelancer,0,77992,40162,10028,27802,393983,739749,0,121005,1254737,138809,1115928,279421,9430888,742,Conservative,Intermediate,Higher Education,3233488,466305,2767183,7,Bonds,35.65,12.86,85.4,12.0,52.37,Moderate
C01414,48,Teacher,3,134557,59240,0,75317,220032,13643880,0,61933,13925845,0,13925845,215181,30774394,812,Conservative,Intermediate,Buy House,8051579,857337,7194242,7,FD,55.97,0.0,86.95,12.0,53.22,Moderate
C01415,24,Consultant,0,26027,10301,4624,11102,138703,88236,0,29655,256594,92391,164203,41365,4730414,786,Aggressive,Advanced,Buy House,3644908,61765,3583143,15,PPF,42.66,17.77,90.0,95.0,92.25,Aggressive
C01416,47,Government Employee,2,116032,45854,34502,35676,235108,2889314,0,114571,3238993,1329830,1909163,50556,17157072,742,Moderate,Beginner,Child Education,2615243,891017,1724226,7,Equity MF,30.75,29.73,68.1,44.0,57.25,Moderate
C01417,54,Doctor,0,401538,184911,0,216627,1561358,38224689,0,964116,40750163,0,40750163,1279193,40203254,692,Moderately Aggressive,Advanced,Retirement,52803720,13385106,39418614,6,PPF,53.95,0.0,90.05,83.0,86.88,Aggressive
C01418,54,Teacher,1,187786,70584,23576,93626,356934,7213843,15591360,119014,23281151,3332309,19948842,294955,30031979,742,Aggressive,Beginner,Wealth Creation,16281705,1379581,14902124,15,PPF,49.86,12.55,87.65,87.0,87.36,Aggressive
C01419,42,Bank Employee,2,156091,97614,9470,49007,944348,4931148,12024635,282349,18182480,831353,17351127,447702,20877823,771,Moderately Conservative,Advanced,Wealth Creation,5236656,1086065,4150591,5,ETF,31.4,6.07,86.85,48.0,69.37,Moderately Aggressive
C01420,53,Sales Executive,0,147569,87197,0,60372,941969,9423426,5611605,552034,16529034,0,16529034,421712,12980321,775,Moderately Conservative,Intermediate,Retirement,29928131,3548821,26379310,7,Stocks,40.91,0.0,90.2,35.0,65.36,Moderate
C01421,32,Data Scientist,1,131900,57082,26415,48403,341677,1625356,9021713,142174,11130920,2198855,8932065,341677,16848142,692,Moderately Aggressive,Advanced,Travel,5220905,1137749,4083156,7,Stocks,36.7,20.03,73.35,83.0,77.69,Moderately Aggressive
C01422,36,Bank Employee,3,197354,106038,36168,55148,760361,2880592,0,297058,3938011,1172883,2765128,216472,27267180,699,Conservative,Beginner,Retirement,31986594,2016414,29970180,24,Gold,27.94,18.33,74.35,7.0,44.04,Moderately Conservative
C01423,37,Data Scientist,3,119242,66793,12511,39938,158456,3764033,7177988,69832,11170309,1832614,9337695,158456,18308892,766,Conservative,Intermediate,Buy House,3959039,1323449,2635590,5,Stocks,33.49,10.49,74.6,12.0,46.43,Moderately Conservative
C01424,21,Freelancer,0,61382,32425,8589,20368,306702,120991,0,150302,577995,203010,374985,143175,11293346,700,Aggressive,Intermediate,Retirement,10293646,84693,10208953,39,Gold,33.18,13.99,85.0,90.0,87.25,Aggressive
C01425,23,Software Engineer,0,48364,22867,0,25497,137261,144121,0,51439,332821,0,332821,137261,7105223,824,Moderately Aggressive,Advanced,Retirement,7849136,100884,7748252,37,Debt MF,52.72,0.0,100.0,83.0,92.35,Aggressive
C01426,39,Sales Executive,2,46061,18378,6501,21182,246373,1982302,0,153458,2382133,104003,2278130,68081,5162316,737,Moderate,Intermediate,Wealth Creation,1190340,388667,801673,5,FD,45.99,14.11,88.3,60.0,75.56,Moderately Aggressive
C01427,42,Teacher,2,222158,122243,42969,56946,736896,4241065,12328478,483080,17789519,2606854,15182665,703259,32892884,679,Conservative,Beginner,Retirement,31424255,2968745,28455510,18,Debt MF,25.63,19.34,79.45,7.0,46.85,Moderately Conservative
C01428,48,Doctor,2,105386,57746,20814,26826,640856,1636127,5034130,337099,7648212,3016618,4631594,382423,23815340,763,Moderate,Intermediate,Retirement,19367981,1046365,18321616,12,PPF,25.45,19.75,76.55,55.0,66.85,Moderate
C01429,48,Software Engineer,2,163475,78992,51109,33374,902741,2679558,6336390,245177,10163866,6267807,3896059,397953,33815103,733,Moderate,Beginner,Retirement,34002455,1875690,32126765,12,Gold,20.42,31.26,69.55,47.0,59.4,Moderate
C01430,39,Bank Employee,1,82608,39436,10970,32202,424373,2279190,6728590,136488,9568641,1860620,7708021,247995,10431531,727,Moderately Conservative,Beginner,Higher Education,1096461,94677,1001784,3,Stocks,38.98,13.28,77.5,24.0,53.42,Moderate
C01431,56,Consultant,0,236042,148917,0,87125,1390929,18089133,0,881623,20361685,0,20361685,469980,51903934,763,Conservative,Intermediate,Retirement,55109494,7067714,48041780,4,PPF,36.91,0.0,81.95,15.0,51.82,Moderate
C01432,24,Government Employee,0,54317,22060,0,32257,122306,245280,0,47323,414909,0,414909,122306,3824675,783,Moderately Conservative,Intermediate,Higher Education,1517803,171696,1346107,7,FD,59.39,0.0,90.4,32.0,64.12,Moderate
C01433,60,Government Employee,0,153191,87218,35519,30454,209533,3902744,10991953,57852,15162082,3003944,12158138,209533,24250863,707,Moderately Conservative,Beginner,Wealth Creation,10324981,648983,9675998,10,Debt MF,19.88,23.19,56.95,32.0,45.72,Moderately Conservative
C01434,55,Business Owner,2,450000,183674,135583,130743,2252049,26823814,0,1150464,30226327,5222179,25004148,1362626,61213599,762,Moderate,Beginner,Wealth Creation,56186521,5759376,50427145,15,Hybrid MF,29.05,30.13,74.5,52.0,64.38,Moderate
C01435,51,Accountant,2,132032,56089,0,75943,136930,10500578,0,105609,10743117,0,10743117,136930,8573673,755,Moderately Aggressive,Intermediate,Retirement,16098708,1326299,14772409,9,Stocks,57.52,0.0,84.3,75.0,80.12,Moderately Aggressive
C01436,42,Sales Executive,2,153308,54485,18716,80107,124902,11026802,9963088,51972,21166764,2734829,18431935,62239,20399177,719,Moderately Conservative,Beginner,Retirement,17206841,2597957,14608884,18,Debt MF,52.25,12.21,84.45,27.0,58.6,Moderate
C01437,28,Business Owner,0,162820,86498,44167,32155,446546,1126861,0,275024,1848431,658140,1190291,446546,13303383,703,Moderately Aggressive,Beginner,Wealth Creation,15368946,788802,14580144,15,PPF,19.75,27.13,66.55,72.0,69.0,Moderately Aggressive
C01438,36,Freelancer,2,156346,52008,48581,55757,249122,4742178,8532538,56532,13580370,6031004,7549366,78515,31948580,698,Moderately Conservative,Intermediate,Wealth Creation,6360034,1570759,4789275,7,Hybrid MF,35.66,31.07,69.75,40.0,56.36,Moderate
C01439,27,Business Owner,0,215028,81596,0,133432,275651,3013166,0,105687,3394504,0,3394504,275651,37126847,773,Moderate,Intermediate,Retirement,20918077,2109216,18808861,33,Hybrid MF,62.05,0.0,95.7,55.0,77.39,Moderately Aggressive
C01440,38,Government Employee,1,50868,28500,12298,10070,306313,489662,2403797,65996,3265768,1412117,1853651,93513,12093405,746,Moderate,Intermediate,Child Education,1073591,87604,985987,3,Stocks,19.8,24.18,60.65,52.0,56.76,Moderate
C01441,55,Accountant,1,157436,94876,10924,51636,643481,9779736,13118384,154628,23696229,798188,22898041,643481,10027786,800,Moderate,Beginner,Wealth Creation,6342351,761387,5580964,5,Debt MF,32.8,6.94,84.9,52.0,70.1,Moderately Aggressive
C01442,28,Sales Executive,2,74426,24464,39623,10339,122040,281613,0,72616,476269,528349,-52080,122040,9313189,647,Conservative,Intermediate,Travel,2088010,162091,1925919,7,FD,13.89,53.24,44.95,15.0,31.47,Moderately Conservative
C01443,63,Consultant,1,342448,118140,34967,189341,1261455,19610201,24930274,505619,46307549,2417623,43889926,795535,29289792,797,Moderately Conservative,Advanced,Emergency Fund,3101379,766279,2335100,2,Equity MF,55.29,10.21,79.1,31.0,45.0,Moderately Conservative
C01444,42,Teacher,2,64022,20915,9319,33788,270470,4352907,0,193495,4816872,420650,4396222,55330,9123511,679,Moderately Conservative,Intermediate,Retirement,7922073,2619942,5302131,18,Debt MF,52.78,14.56,93.45,35.0,67.15,Moderate
C01445,47,Consultant,2,90132,38431,28310,23391,314909,4005209,6914073,195366,11429557,4986122,6443435,153745,20133024,703,Conservative,Beginner,Buy House,7372345,2501184,4871161,10,Gold,25.95,31.41,69.9,4.0,40.25,Moderately Conservative
C01446,51,Business Owner,0,450000,194321,65765,189914,861443,20149188,24778810,282294,46071735,9176272,36895463,861443,57871122,727,Moderately Conservative,Intermediate,Travel,11722903,4542872,7180031,10,ETF,42.2,14.61,82.3,35.0,61.02,Moderate
C01447,39,Sales Executive,2,87829,36445,24911,26473,310217,1580204,7080830,158851,9130102,3424138,5705964,81917,9450246,725,Conservative,Intermediate,Child Education,2158046,304262,1853784,7,Equity MF,30.14,28.36,69.3,12.0,43.52,Moderately Conservative
C01448,54,Sales Executive,0,109416,42433,0,66983,299290,10728111,6730200,136847,17894448,0,17894448,135060,25202285,741,Moderately Aggressive,Intermediate,Child Education,292404,39718,252686,1,FD,61.22,0.0,80.45,72.0,45.0,Moderately Conservative
C01449,39,Data Scientist,3,184519,92007,35090,57422,622752,3712976,11352342,440699,16128769,2239072,13889697,306464,35975678,765,Moderately Conservative,Intermediate,Buy House,10869829,1684403,9185426,7,ETF,31.12,19.02,79.3,32.0,58.02,Moderate
C01450,35,Software Engineer,3,152489,70750,0,81739,435028,5261522,0,318178,6014728,0,6014728,311974,28824227,777,Moderately Conservative,Advanced,Wealth Creation,5575902,396506,5179396,7,Hybrid MF,53.6,0.0,88.9,48.0,70.5,Moderately Aggressive
C01451,35,Doctor,3,286543,88991,162268,35284,473680,1832119,21698307,214970,24219076,26084532,-1865456,353654,59997625,634,Moderate,Intermediate,Travel,7063020,1282483,5780537,7,Hybrid MF,12.31,56.63,43.9,55.0,48.89,Moderate
C01452,48,Freelancer,3,78690,37872,10827,29991,103459,2254001,0,22363,2379823,136483,2243340,103459,9917818,742,Conservative,Beginner,Retirement,16721540,1084977,15636563,12,ETF,38.11,13.76,78.55,7.0,46.35,Moderately Conservative
C01453,53,Government Employee,0,58968,20172,17466,21330,152480,3159667,0,39661,3351808,774656,2577152,151850,6290031,786,Moderately Conservative,Intermediate,Retirement,8772615,1171842,7600773,7,Gold,36.17,29.62,74.2,35.0,56.56,Moderate
C01454,24,Software Engineer,0,109776,54319,25773,29684,236686,315345,0,51177,603208,580512,22696,189750,15640806,722,Moderately Aggressive,Intermediate,Buy House,7800238,220741,7579497,10,Debt MF,27.04,23.48,63.2,72.0,67.16,Moderate
C01455,23,Bank Employee,0,182925,98312,29560,55053,1217380,151231,0,649653,2018264,1382300,635964,167220,28783766,682,Moderately Conservative,Beginner,Retirement,27502373,105861,27396512,37,Equity MF,30.1,16.16,82.0,27.0,57.25,Moderate
C01456,24,Bank Employee,0,96321,31663,24513,40145,147027,482774,0,86612,716413,571092,145321,92807,14446917,753,Moderately Conservative,Intermediate,Retirement,8579930,337941,8241989,36,Hybrid MF,41.68,25.45,79.0,35.0,59.2,Moderate
C01457,35,Accountant,2,86152,38528,22243,25381,438439,1502812,0,298249,2239500,475341,1764159,154599,6729002,739,Moderately Aggressive,Intermediate,Wealth Creation,5069076,1051968,4017108,7,PPF,29.46,25.82,71.9,80.0,75.55,Moderately Aggressive
C01458,25,Software Engineer,0,94519,47687,25029,21803,595903,163789,0,249600,1009292,612775,396517,246351,14698450,775,Moderate,Beginner,Wealth Creation,11889325,114652,11774673,20,Bonds,23.07,26.48,73.0,52.0,63.55,Moderate
C01459,45,Consultant,2,388051,179338,0,208713,2280240,31590053,29586324,1454540,64911157,0,64911157,844257,59678978,754,Moderately Conservative,Intermediate,Retirement,72977791,22113037,50864754,15,Stocks,53.78,0.0,97.0,35.0,69.1,Moderately Aggressive
C01460,59,Accountant,0,102434,50837,44436,7161,572215,1048878,4467926,224860,6313879,6630314,-316435,186757,14675428,581,Moderate,Intermediate,Higher Education,4375387,734214,3641173,10,Bonds,6.99,43.38,47.1,52.0,49.31,Moderate
C01461,47,Teacher,3,40637,19134,8536,12967,265871,1049572,0,198547,1513990,353663,1160327,34414,8685766,630,Moderately Conservative,Intermediate,Buy House,4681628,734700,3946928,15,Debt MF,31.91,21.01,80.7,32.0,58.79,Moderate
C01462,23,Software Engineer,1,76900,25795,8076,43029,152600,255653,0,103191,511444,281696,229748,105555,8072984,704,Aggressive,Intermediate,Wealth Creation,9772953,178957,9593996,20,Equity MF,55.95,10.5,83.0,95.0,88.4,Aggressive
C01463,64,Designer,0,137567,60233,28413,48921,166818,9325341,10023050,69840,19585049,1849694,17735355,166818,10070704,745,Moderate,Beginner,Wealth Creation,6013406,2274359,3739047,5,Bonds,35.56,20.65,66.55,52.0,60.0,Moderate
C01464,45,Software Engineer,2,187659,92044,29035,66580,571039,11226240,15237268,364274,27398821,4877523,22521298,545093,30465524,679,Conservative,Intermediate,Retirement,27086443,2388397,24698046,15,Debt MF,35.48,15.47,85.0,15.0,53.5,Moderate
C01465,45,Business Owner,2,109748,46913,31882,30953,356114,6191134,0,110753,6658001,760141,5897860,91594,21873957,791,Moderate,Advanced,Buy House,6449279,1080901,5368378,10,Equity MF,28.2,29.05,72.2,60.0,66.71,Moderate
C01466,35,Freelancer,3,88542,30797,10091,47654,185325,3020161,6910845,44730,10161061,1002122,9158939,171605,11011486,704,Moderately Conservative,Beginner,Retirement,13143187,2114112,11029075,25,Stocks,53.82,11.4,90.5,27.0,61.93,Moderate
C01467,42,Sales Executive,2,118901,65149,21173,32579,222238,2167489,0,51165,2440892,545805,1895087,84439,14758934,718,Conservative,Beginner,Retirement,19130782,1517242,17613540,18,Debt MF,27.4,17.81,71.45,7.0,42.45,Moderately Conservative
C01468,39,Business Owner,3,284456,135612,171809,0,1891213,10000,12351394,963073,15215680,15691839,-476159,375137,59540982,586,Conservative,Intermediate,Retirement,49480716,7000,49473716,21,Bonds,0.0,60.4,42.900000000000006,15.0,30.35,Moderately Conservative
C01469,35,Bank Employee,3,34026,10690,0,23336,54870,2344345,0,20859,2420074,0,2420074,54870,2702414,802,Moderately Conservative,Advanced,Wealth Creation,2924300,270190,2654110,10,Bonds,68.58,0.0,91.7,48.0,72.03,Moderately Aggressive
C01470,36,Business Owner,2,195891,110473,34310,51108,1311917,6546424,0,937485,8795826,1513193,7282633,181630,45787377,785,Moderately Conservative,Beginner,Retirement,37870389,4582496,33287893,24,Equity MF,26.09,17.51,81.35,27.0,56.89,Moderate
C01471,49,Doctor,2,267643,159944,80110,27589,1182007,2476330,18549929,803802,23012068,13267221,9744847,1182007,60185792,749,Conservative,Beginner,Travel,4655515,920705,3734810,3,Stocks,10.31,29.93,56.0,7.0,33.95,Moderately Conservative
C01472,21,Software Engineer,0,99534,46762,13477,39295,260943,332442,0,153018,746403,193043,553360,158807,23019221,728,Moderately Conservative,Beginner,Wealth Creation,18691061,232709,18458352,20,FD,39.48,13.54,84.0,32.0,60.6,Moderate
C01473,22,Doctor,0,113432,61198,34040,18194,765492,65662,0,294685,1125839,1032038,93801,250661,25463666,767,Aggressive,Intermediate,Wealth Creation,6808432,45963,6762469,10,Stocks,16.04,30.01,62.2,95.0,76.96,Moderately Aggressive
C01474,22,Software Engineer,1,104179,42253,13755,48171,92911,233017,0,28997,354925,643957,-289032,92911,22529457,751,Conservative,Beginner,Child Education,2182318,163111,2019207,5,Bonds,46.24,13.2,69.4,4.0,39.97,Moderately Conservative
C01475,27,Data Scientist,2,147283,59612,9263,78408,783033,2283167,0,458220,3524420,338594,3185826,364040,27222509,763,Moderate,Intermediate,Wealth Creation,7066377,1029095,6037282,7,Gold,53.24,6.29,94.1,60.0,78.75,Moderately Aggressive
C01476,58,Designer,1,158717,62089,0,96628,583084,16788091,9147833,134771,26653779,0,26653779,180302,29619822,691,Moderately Conservative,Advanced,Child Education,3059179,273087,2786092,5,ETF,60.88,0.0,89.45,40.0,67.2,Moderate
C01477,61,Sales Executive,1,178821,71808,0,107013,627037,19689755,0,157712,20474504,0,20474504,495217,27991930,730,Conservative,Intermediate,Emergency Fund,1236969,157753,1079216,2,Debt MF,59.84,0.0,83.4,3.0,45.0,Moderately Conservative
C01478,47,Consultant,3,206004,92307,51178,62519,645678,3909101,13639548,495992,18690319,4736123,13954196,522632,13661209,820,Moderate,Beginner,Retirement,34389778,2736370,31653408,13,Equity MF,30.35,24.84,80.7,47.0,65.54,Moderate
C01479,40,Freelancer,2,46013,22087,14545,9381,68544,624853,0,23450,716847,206474,510373,68544,5366783,809,Moderately Aggressive,Intermediate,Buy House,4042979,437397,3605582,10,Stocks,20.39,31.61,66.95,72.0,69.22,Moderately Aggressive
